gene_id	transcript_id(s)	length	D71_r1	D71_r2	EPG1_r1	EPG1_r2	R_r1	R_r2	whole_brain1	whole_brain2
FBgn0000412	FBtr0081987,FBtr0081988,FBtr0301524	1644.3	16.16	4.77	0.11	26.18	15.07	2.37	35.30	36.99
FBgn0000414	FBtr0075318,FBtr0305084,FBtr0305085,FBtr0305086,FBtr0330189,FBtr0330190,FBtr0333625,FBtr0333626	8129.56	8.01	14.69	7.92	16.8	15.42	6.68	25.84	26.36
FBgn0000416	FBtr0085713,FBtr0085714	3349.0	9.85	20.18	19.91	32.5	29.04	18.53	41.26	40.51
FBgn0000422	FBtr0081166,FBtr0081167,FBtr0290291	2795.31	24.83	33.59	5.16	7.69	18.85	26.95	93.30	92.32
FBgn0000426	FBtr0088010	467.0	0.0	0.0	0.0	2.08	0.0	0.0	0.74	1.43
FBgn0000427	FBtr0071145,FBtr0071146,FBtr0071147,FBtr0309795,FBtr0309796,FBtr0310269	4360.83	0.0	0.0	0.0	0.0	0.0	0.0	0.30	0.12
FBgn0000439	FBtr0081621	2739.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00	0.60
FBgn0000442	FBtr0078042	2583.0	0.0	0.0	0.0	0.0	0.0	0.86	0.51	0.57
FBgn0000447	FBtr0081890,FBtr0300442	1413.5	0.0	0.0	0.0	0.39	0.0	0.38	0.66	0.81
FBgn0000448	FBtr0088366,FBtr0088368,FBtr0112799,FBtr0306345,FBtr0330609,FBtr0452140	7126.76	17.88	8.82	9.34	23.75	30.89	9.53	43.06	41.97
FBgn0000449	FBtr0073205	1975.0	0.0	4.46	0.0	2.75	0.0	1.56	0.15	0.10
FBgn0000451	FBtr0076305,FBtr0076307,FBtr0301385,FBtr0331551,FBtr0339899	2118.4	0.0	0.0	0.0	0.0	0.47	0.0	1.79	1.81
FBgn0000454	FBtr0082831,FBtr0082832,FBtr0082833,FBtr0345229	1958.0	0.0	0.15	0.0	0.22	0.0	0.0	5.89	5.91
FBgn0000455	FBtr0082597,FBtr0344982	1747.0	0.75	0.42	0.98	0.0	0.21	0.06	3.26	2.54
FBgn0000459	FBtr0074250,FBtr0100384	3157.0	0.0	0.0	0.0	0.0	3.58	0.22	8.12	8.20
FBgn0000463	FBtr0083739,FBtr0083740,FBtr0304658	4468.33	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.75
FBgn0000464	FBtr0081260,FBtr0112800,FBtr0305950,FBtr0331239,FBtr0331240,FBtr0331241,FBtr0331242	8577.91	36.6	24.86	18.35	23.72	22.83	17.76	47.65	44.82
FBgn0000473	FBtr0086133	1674.0	0.0	0.0	0.16	0.92	0.0	0.0	2.09	1.93
FBgn0000477	FBtr0083538	1228.0	0.0	0.0	0.52	0.0	0.0	0.0	1.05	1.46
FBgn0000479	FBtr0070509,FBtr0070511,FBtr0070512,FBtr0070513,FBtr0070515,FBtr0070517,FBtr0070518,FBtr0070519,FBtr0070520,FBtr0070521,FBtr0070522,FBtr0333312,FBtr0333313,FBtr0333314,FBtr0333315,FBtr0333316,FBtr0333317	6866.21	35.19	60.04	31.82	35.83	108.12	60.05	78.53	75.10
FBgn0000482	FBtr0070269	3161.0	1.51	0.28	17.56	4.06	1.58	4.87	2.40	3.29
FBgn0000489	FBtr0075528,FBtr0075529	2881.0	0.35	7.43	0.06	0.56	2.51	3.51	36.17	30.77
FBgn0000490	FBtr0077771,FBtr0077772,FBtr0077773,FBtr0077775	3586.5	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.62
FBgn0000492	FBtr0085441	2552.0	0.0	0.0	0.0	0.0	3.52	2.01	1.11	0.89
FBgn0000499	FBtr0073454	2844.0	0.78	0.03	0.98	2.0	0.0	0.0	4.38	4.29
FBgn0000500	FBtr0078989	569.0	0.0	0.0	0.0	0.0	0.0	0.0	20.27	20.77
FBgn0000504	FBtr0081759,FBtr0081760,FBtr0081761,FBtr0330073,FBtr0330074,FBtr0339710	4241.17	0.0	0.0	0.0	0.0	0.0	0.0	2.49	2.00
FBgn0000520	FBtr0070487	2002.0	0.88	0.0	0.0	3.87	1.81	0.0	1.81	1.40
FBgn0000524	FBtr0070914	3828.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	1.51
FBgn0000527	FBtr0084106	3142.0	0.0	0.0	0.0	0.0	0.0	0.06	7.74	8.67
FBgn0000529	FBtr0089320,FBtr0343855	1757.5	0.0	0.0	0.0	0.0	5.99	0.05	4.95	5.26
FBgn0000533	FBtr0083083,FBtr0334588	1478.5	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.15
FBgn0000535	FBtr0073955,FBtr0111009,FBtr0303285,FBtr0303286,FBtr0310014,FBtr0310015,FBtr0310016	7908.31	46.58	24.03	7.05	10.77	10.47	21.56	53.54	51.23
FBgn0000536	FBtr0074211,FBtr0074212,FBtr0074214,FBtr0308617,FBtr0308618,FBtr0308619,FBtr0343519,FBtr0343520	2388.09	10.98	2.77	4.52	4.49	0.51	0.14	10.48	8.69
FBgn0000541	FBtr0072521,FBtr0072522,FBtr0072523,FBtr0301348,FBtr0301349,FBtr0332101,FBtr0332102,FBtr0332103,FBtr0332104	8658.85	23.41	14.66	31.32	57.31	25.72	27.37	97.64	93.94
FBgn0000542	FBtr0070606,FBtr0112801,FBtr0112802	6681.0	0.07	0.0	0.0	0.0	0.01	0.0	0.42	0.31
FBgn0000543	FBtr0072903	2204.0	2.58	0.04	0.89	0.68	3.36	0.09	0.41	1.02
FBgn0000546	FBtr0086008,FBtr0086009,FBtr0086010,FBtr0086011,FBtr0086012,FBtr0302439	6903.78	16.12	10.86	15.57	14.8	12.85	7.76	39.96	39.48
FBgn0000547	FBtr0077465,FBtr0334265,FBtr0334266	5518.33	0.0	0.01	2.26	3.49	1.99	1.85	14.44	13.86
FBgn0000551	FBtr0078408,FBtr0344634	756.5	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.06
FBgn0000552	FBtr0081688	652.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.10
FBgn0000557	FBtr0085832,FBtr0085833,FBtr0085834,FBtr0085835	2591.61	104.9	140.92	58.91	175.07	360.2	88.34	227.67	239.25
FBgn0000559	FBtr0085911,FBtr0085912,FBtr0332966	2771.0	85.52	34.05	50.27	51.45	20.94	50.14	33.14	38.11
FBgn0000560	FBtr0078437,FBtr0078438,FBtr0332810	1585.67	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.19
FBgn0000562	FBtr0114586,FBtr0343272	4398.17	6.62	6.14	6.48	5.62	0.22	0.82	4.26	3.18
FBgn0000564	FBtr0083444,FBtr0334930	702.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	5.58
FBgn0000565	FBtr0075552,FBtr0075553,FBtr0075554,FBtr0303531,FBtr0330176,FBtr0330177	1088.3	2.75	0.0	2.24	6.18	0.0	0.0	7.42	9.92
FBgn0000566	FBtr0086710,FBtr0345422	1362.0	0.92	0.0	0.0	5.33	0.31	0.0	1.31	1.58
FBgn0000567	FBtr0075202,FBtr0075203,FBtr0075204,FBtr0100411,FBtr0305796	5100.64	13.53	5.8	1.11	3.75	1.44	1.38	21.84	20.40
FBgn0000568	FBtr0075148,FBtr0075149,FBtr0075150,FBtr0075151,FBtr0306813,FBtr0306814,FBtr0347013	5389.38	36.75	23.13	54.51	53.98	42.52	17.14	148.15	142.58
FBgn0000575	FBtr0072578	2049.0	38.12	40.48	40.8	34.53	10.5	16.66	109.56	116.33
FBgn0000576	FBtr0082863	2478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.57
FBgn0000577	FBtr0088095,FBtr0088096	2628.5	0.0	0.0	0.0	0.0	0.0	0.24	0.60	0.44
FBgn0000578	FBtr0086582,FBtr0086583,FBtr0086584,FBtr0100174,FBtr0100176,FBtr0114623,FBtr0340450	3928.99	13.53	2.53	2.15	23.23	1.64	2.14	17.26	18.37
FBgn0000579	FBtr0077905,FBtr0077906,FBtr0077907,FBtr0077908,FBtr0077909,FBtr0302115	1768.07	48.63	46.51	33.55	85.08	16.45	42.88	30.77	33.25
FBgn0000581	FBtr0088139,FBtr0088140,FBtr0330621,FBtr0330622,FBtr0330623	9556.51	10.34	40.69	13.07	17.72	27.34	3.52	26.19	26.63
FBgn0000588	FBtr0080325	1704.0	0.0	4.28	8.52	37.07	0.0	22.07	16.80	14.08
FBgn0000591	FBtr0084961	769.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.00
FBgn0000592	FBtr0076003,FBtr0333383	1774.5	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.28
FBgn0000594	FBtr0076004	1740.0	0.0	0.0	0.0	0.12	0.0	0.0	0.75	0.37
FBgn0000606	FBtr0088390	1406.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.26
FBgn0000611	FBtr0074135,FBtr0074137,FBtr0333322,FBtr0333323	2883.0	8.33	18.21	5.95	30.85	5.13	23.71	39.12	38.71
FBgn0000615	FBtr0086242,FBtr0086243,FBtr0086244,FBtr0302285	2390.0	0.0	0.0	0.0	0.0	0.0	1.2	0.12	0.17
FBgn0000617	FBtr0074463	1124.0	0.0	0.0	0.0	0.1	0.0	0.1	1.75	0.30
FBgn0000618	FBtr0073540	503.0	0.0	0.0	0.23	0.0	0.0	0.0	1.64	0.71
FBgn0000625	FBtr0075979,FBtr0100170,FBtr0339921	2821.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.14
FBgn0000629	FBtr0076279,FBtr0273338,FBtr0334067	2531.0	0.0	0.0	8.99	4.91	0.04	0.04	4.42	4.21
FBgn0000633	FBtr0087625,FBtr0339940	5892.51	11.69	17.31	27.03	54.16	4.12	8.19	37.78	35.08
FBgn0000635	FBtr0070665,FBtr0070666,FBtr0070667,FBtr0336882,FBtr0336884,FBtr0343523,FBtr0343524	4153.07	6.18	10.12	1.37	2.41	41.17	9.47	26.95	26.93
FBgn0000636	FBtr0081051,FBtr0081052,FBtr0112804,FBtr0112805,FBtr0301391,FBtr0340580,FBtr0344782	2661.52	7.76	3.03	1.05	0.64	0.12	0.16	25.16	23.05
FBgn0000639	FBtr0075749,FBtr0075750,FBtr0339515	3423.0	0.0	0.0	1.62	0.0	0.0	0.0	0.12	0.14
FBgn0000640	FBtr0079808,FBtr0343428,FBtr0343429	953.67	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.14
FBgn0000644	FBtr0070542	963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.49
FBgn0000658	FBtr0086754	3551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.40
FBgn0000659	FBtr0085321,FBtr0300259,FBtr0330333,FBtr0345227,FBtr0346765	4077.65	14.45	9.15	0.0	0.0	0.09	0.0	13.46	12.54
FBgn0000662	FBtr0087647,FBtr0087648,FBtr0304696,FBtr0304697	2551.27	12.52	25.89	14.82	16.56	19.35	18.19	34.72	34.52
FBgn0000667	FBtr0070343,FBtr0070344,FBtr0070345,FBtr0303048,FBtr0310657,FBtr0310658,FBtr0310659,FBtr0333801,FBtr0333802	4829.57	1.63	2.12	0.49	3.24	1.5	2.09	7.27	6.57
FBgn0000709	FBtr0077192	4827.0	4.46	5.6	7.06	2.57	3.13	0.14	4.99	4.77
FBgn0000711	FBtr0071446,FBtr0071447,FBtr0333305	2607.16	24.63	28.95	17.75	17.54	8.33	27.72	80.83	80.75
FBgn0000715	FBtr0088383	1427.0	0.0	0.66	0.0	0.0	0.0	0.0	4.58	4.95
FBgn0000719	FBtr0077342,FBtr0100538,FBtr0333179,FBtr0333180,FBtr0333181,FBtr0333182	4850.09	0.07	0.0	2.96	0.63	0.0	0.13	16.77	16.37
FBgn0000721	FBtr0089304,FBtr0089306,FBtr0089307,FBtr0089308,FBtr0089309,FBtr0089310,FBtr0089312,FBtr0100363,FBtr0301399,FBtr0446099	4019.7	0.0	0.0	0.0	0.0	0.0	0.0	1.78	2.26
FBgn0000723	FBtr0082051,FBtr0082052,FBtr0082053,FBtr0082054,FBtr0333295,FBtr0333296	2586.58	1.52	0.84	0.03	0.4	5.57	0.82	2.49	1.85
FBgn0000808	FBtr0332308,FBtr0332309,FBtr0332310,FBtr0347416	2000.75	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.00
FBgn0000810	FBtr0070396	3052.0	3.34	1.31	4.82	1.31	0.45	0.42	5.70	6.71
FBgn0000826	FBtr0070234	1114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30	0.26
FBgn0000927	FBtr0070485	2235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0000928	FBtr0070484	3502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06
FBgn0000964	FBtr0301669,FBtr0329891	3492.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37	7.50
FBgn0000996	FBtr0087387,FBtr0339999	2951.0	0.0	0.0	0.06	3.31	0.0	0.0	0.97	0.52
FBgn0001075	FBtr0077478	16852.0	0.0	0.0	0.0	0.01	0.0	0.0	0.14	0.07
FBgn0001077	FBtr0081625	1774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.45
FBgn0001078	FBtr0075086,FBtr0075087,FBtr0304627,FBtr0347045	5583.46	10.62	47.9	6.58	11.47	2.99	3.1	36.42	34.89
FBgn0001079	FBtr0074602	3251.0	0.0	0.16	0.0	8.85	2.88	1.53	1.58	1.30
FBgn0001083	FBtr0073580,FBtr0112806,FBtr0342733	4318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.04
FBgn0001084	FBtr0079712,FBtr0331992	1617.5	0.0	0.0	0.69	0.0	0.0	0.0	1.14	0.98
FBgn0001085	FBtr0075743,FBtr0330102	3817.0	0.96	6.22	4.86	12.59	1.32	0.53	7.31	7.52
FBgn0001086	FBtr0080833	1996.0	0.23	0.0	0.39	0.0	0.0	0.05	0.52	0.32
FBgn0001087	FBtr0073842,FBtr0331709,FBtr0331710	3926.4	14.02	0.33	2.7	6.38	1.21	25.87	24.88	24.20
FBgn0001089	FBtr0079230,FBtr0332603	2342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30	0.67
FBgn0001090	FBtr0074656,FBtr0074657,FBtr0074658,FBtr0074659	1919.52	54.22	47.69	45.03	44.49	0.05	0.11	270.59	300.98
FBgn0001091	FBtr0088903,FBtr0100479	1330.0	32.84	26.71	11.29	24.79	7.57	35.45	22.23	28.62
FBgn0001092	FBtr0074112,FBtr0332618	1377.0	99.19	183.75	25.5	62.56	49.84	38.62	50.52	53.42
FBgn0001098	FBtr0089496,FBtr0089497,FBtr0089498,FBtr0335205	2159.54	27.79	23.32	39.84	48.22	7.85	17.15	29.60	28.82
FBgn0001099	FBtr0091757,FBtr0334082,FBtr0346516	965.0	0.9	0.05	3.67	0.23	0.0	0.0	7.38	6.67
FBgn0001104	FBtr0076934	2067.0	0.0	0.53	0.0	0.0	0.0	0.0	4.40	4.08
FBgn0001105	FBtr0074107,FBtr0074108,FBtr0074110,FBtr0074111,FBtr0331597,FBtr0346794	4758.19	57.85	14.07	63.41	81.44	78.0	63.31	223.51	227.35
FBgn0001108	FBtr0075756	4550.0	11.22	0.06	1.38	4.05	1.4	3.69	6.40	7.15
FBgn0001112	FBtr0081596,FBtr0472596	2899.0	0.0	0.61	0.0	0.51	0.37	0.0	1.13	0.75
FBgn0001114	FBtr0079727,FBtr0307091	3316.5	0.0	0.92	5.86	0.36	0.45	0.0	3.85	2.71
FBgn0001120	FBtr0075697	923.0	0.33	0.0	0.0	0.0	0.0	0.0	0.30	0.19
FBgn0001122	FBtr0088264,FBtr0088265,FBtr0088266,FBtr0088267,FBtr0088268,FBtr0088269,FBtr0088270,FBtr0088271,FBtr0088272,FBtr0333064	4210.4	104.35	169.96	150.88	144.22	45.48	64.43	325.38	336.36
FBgn0001123	FBtr0072142,FBtr0072143,FBtr0072144,FBtr0301411,FBtr0343279	1674.42	11.78	13.25	5.05	27.03	15.02	23.69	38.88	40.90
FBgn0001124	FBtr0087231,FBtr0087232	1682.01	0.5	2.97	17.35	11.42	0.06	0.0	18.37	21.94
FBgn0001125	FBtr0077867,FBtr0077868	1560.0	0.12	0.0	0.17	1.19	0.0	0.0	4.54	6.12
FBgn0001128	FBtr0079146,FBtr0079147,FBtr0079148,FBtr0333228,FBtr0333229,FBtr0333230	1670.55	29.5	67.33	38.39	53.26	22.2	43.24	53.36	54.63
FBgn0001133	FBtr0071548	1894.0	0.0	0.1	0.0	0.32	14.53	0.64	1.04	1.18
FBgn0001134	FBtr0075139	4071.0	0.0	0.0	0.59	0.48	0.0	0.05	3.79	2.61
FBgn0001137	FBtr0079708	1718.0	4.33	0.0	0.1	0.0	0.06	0.0	0.68	0.29
FBgn0001138	FBtr0081808,FBtr0300040,FBtr0330188	3877.0	0.0	0.0	0.0	0.59	30.65	9.59	4.75	4.86
FBgn0001139	FBtr0084962,FBtr0084963,FBtr0084964,FBtr0084965,FBtr0084966,FBtr0302951,FBtr0302952,FBtr0305047,FBtr0337057,FBtr0339900	3144.2	5.44	5.11	5.05	13.02	6.49	14.96	25.59	27.08
FBgn0001142	FBtr0078114,FBtr0078115,FBtr0300568	2036.76	20.1	19.19	18.2	22.76	2.44	4.77	16.71	17.92
FBgn0001145	FBtr0073494,FBtr0073495,FBtr0073496,FBtr0343561,FBtr0343562,FBtr0343563	1845.67	0.0	0.0	11.74	4.68	0.0	0.0	361.36	397.08
FBgn0001147	FBtr0072461	2237.0	1.32	1.57	0.0	0.04	0.0	0.53	0.62	0.63
FBgn0001148	FBtr0072444	1649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.03
FBgn0001149	FBtr0082607,FBtr0100410	834.0	0.0	0.0	0.12	0.0	61.26	11.4	19.82	33.33
FBgn0001150	FBtr0070460	1780.0	0.37	0.0	0.4	3.11	0.0	0.0	2.71	2.58
FBgn0001168	FBtr0076569,FBtr0100153	2237.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	4.69
FBgn0001169	FBtr0083914,FBtr0083915,FBtr0083916,FBtr0083917	4255.0	3.6	2.62	16.72	3.3	0.24	2.51	7.61	7.17
FBgn0001170	FBtr0079227	1662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.10
FBgn0001174	FBtr0114554	616.0	0.0	0.0	0.0	3.22	0.0	0.0	0.87	1.39
FBgn0001179	FBtr0076253,FBtr0114599	2511.0	0.33	0.78	4.94	14.25	0.0	0.0	3.18	3.66
FBgn0001180	FBtr0081950,FBtr0081951	3181.0	1.9	0.42	0.11	0.09	0.0	0.0	2.39	1.60
FBgn0001185	FBtr0080883,FBtr0335138	2070.0	0.4	5.21	0.71	9.59	0.63	0.0	10.17	8.98
FBgn0001186	FBtr0071361,FBtr0071362,FBtr0333335	3367.4	29.7	33.31	20.32	76.36	27.99	13.67	99.87	96.45
FBgn0001187	FBtr0087399	1493.0	0.0	0.0	0.0	1.46	0.0	0.0	3.00	1.39
FBgn0001189	FBtr0070270,FBtr0333115	3038.0	0.19	0.27	0.0	0.87	0.69	0.08	2.67	3.05
FBgn0001197	FBtr0085062,FBtr0334311	920.25	6.94	1.43	14.51	68.12	45.35	3.65	71.29	76.71
FBgn0001202	FBtr0081180	2317.0	6.9	7.15	7.74	14.52	2.36	1.15	14.73	14.11
FBgn0001206	FBtr0071511	4696.0	0.04	0.41	0.77	0.35	0.31	3.14	2.06	2.15
FBgn0001208	FBtr0076811,FBtr0100225,FBtr0334645,FBtr0334646	1647.5	0.0	0.0	0.14	0.0	0.0	0.0	1.61	1.35
FBgn0001215	FBtr0085298,FBtr0085299,FBtr0085300,FBtr0085301,FBtr0085302,FBtr0085303	1958.54	57.24	23.1	43.14	110.77	41.83	74.21	160.96	169.54
FBgn0001216	FBtr0075761,FBtr0075762,FBtr0075763	2440.67	0.0	0.28	0.0	0.26	0.0	0.0	0.98	0.65
FBgn0001217	FBtr0082707	2174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.12
FBgn0001218	FBtr0073608,FBtr0073609,FBtr0073610,FBtr0073611,FBtr0345166	3057.85	27.77	32.02	17.23	39.92	19.74	5.66	31.78	31.45
FBgn0001220	FBtr0087568,FBtr0339969	2791.0	26.4	14.81	28.59	19.53	2.68	12.99	18.76	19.44
FBgn0001222	FBtr0086782,FBtr0110964,FBtr0110965,FBtr0110966	2781.4	16.94	2.18	4.17	8.65	3.15	0.46	8.88	8.71
FBgn0001223	FBtr0100558,FBtr0100559	969.16	36.89	7.32	19.9	14.8	52.58	17.47	1.63	1.46
FBgn0001224	FBtr0076453,FBtr0309504	852.72	22.82	10.38	86.25	9.63	64.83	20.14	9.79	9.62
FBgn0001225	FBtr0076496,FBtr0346539	966.35	31.37	73.85	6.49	36.94	91.94	60.29	2.04	3.11
FBgn0001226	FBtr0076454,FBtr0346541	1229.83	43.17	4.57	1.1	8.28	7.83	4.59	4.09	4.87
FBgn0001227	FBtr0076495	1733.0	2.61	0.16	1.77	0.94	0.12	0.0	3.08	4.50
FBgn0001228	FBtr0100653,FBtr0100655,FBtr0303473,FBtr0303474	1900.0	0.05	0.0	0.0	0.0	0.0	0.74	0.18	0.11
FBgn0001229	FBtr0076497	987.0	0.21	0.1	0.0	0.0	0.67	0.0	4.09	4.18
FBgn0001230	FBtr0084589	2231.0	59.23	72.15	39.92	71.94	18.67	77.34	3.18	3.22
FBgn0001233	FBtr0073040,FBtr0332873	2714.69	50.75	24.44	30.92	32.16	32.93	38.15	14.16	15.22
FBgn0001234	FBtr0084057,FBtr0084058,FBtr0084059,FBtr0309958,FBtr0332373,FBtr0334316,FBtr0346801	4785.55	915.27	457.5	921.6	913.07	1223.89	698.5	772.14	753.56
FBgn0001235	FBtr0082255,FBtr0082256,FBtr0100454,FBtr0100455,FBtr0344145	3888.81	51.38	34.1	28.86	23.54	7.56	113.86	154.80	159.65
FBgn0001247	FBtr0273273	3439.0	18.21	4.84	11.32	9.75	0.34	9.65	21.81	21.32
FBgn0001248	FBtr0076667,FBtr0076668,FBtr0076669,FBtr0076670,FBtr0076671,FBtr0076673,FBtr0114548,FBtr0114549,FBtr0333058	1890.68	19.39	3.81	27.36	4.57	12.31	21.91	4.22	4.75
FBgn0001250	FBtr0074357,FBtr0301352,FBtr0301353,FBtr0301354	5718.5	0.0	0.0	0.0	0.0	0.0	0.03	3.07	2.59
FBgn0001253	FBtr0076606,FBtr0076607,FBtr0333057	4353.67	0.0	0.0	0.0	0.0	0.0	0.0	2.38	2.14
FBgn0001254	FBtr0073141	1708.0	0.0	0.0	0.0	0.12	0.0	0.0	0.04	0.00
FBgn0001255	FBtr0310412	1094.0	0.0	0.0	0.0	0.1	0.0	0.0	0.78	1.15
FBgn0001256	FBtr0075842,FBtr0075843,FBtr0301405	1182.33	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.34
FBgn0001257	FBtr0073248,FBtr0073249,FBtr0073250,FBtr0333569	1540.5	0.0	0.5	1.41	0.0	2.56	7.03	9.50	8.15
FBgn0001258	FBtr0077008,FBtr0332065,FBtr0332066,FBtr0332067	1324.0	0.95	0.0	4.08	0.24	0.0	0.0	1.07	1.29
FBgn0001259	FBtr0078183	3062.0	3.58	0.0	0.0	0.0	0.0	0.0	0.19	0.12
FBgn0001263	FBtr0071909,FBtr0305132	2295.0	0.04	0.0	0.0	0.0	0.0	0.0	1.68	1.57
FBgn0001269	FBtr0088068,FBtr0088069,FBtr0345673	3480.33	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.51
FBgn0001276	FBtr0088154	727.0	0.0	0.0	53.16	2.11	0.0	41.81	4.27	4.39
FBgn0001280	FBtr0085595,FBtr0085596,FBtr0085597	674.0	0.0	0.0	0.0	3.35	1.64	1.93	5.10	3.51
FBgn0001281	FBtr0085598	569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.00
FBgn0001285	FBtr0088704,FBtr0345661	1148.5	0.0	0.0	0.0	0.45	0.0	0.0	0.18	0.13
FBgn0001291	FBtr0088410,FBtr0088411,FBtr0330606	1525.0	4.25	12.57	17.58	0.0	0.14	0.0	2.47	2.85
FBgn0001296	FBtr0082666,FBtr0302563	2321.0	0.79	0.04	0.0	3.04	0.69	0.09	4.86	4.66
FBgn0001297	FBtr0099988,FBtr0099989,FBtr0099990,FBtr0290076,FBtr0339165	3832.09	8.53	5.86	17.71	17.7	12.42	5.13	16.96	16.24
FBgn0001301	FBtr0081042,FBtr0081043	5476.0	14.02	22.0	2.13	5.23	0.63	9.36	8.09	8.10
FBgn0001308	FBtr0087184	3718.0	9.6	3.94	7.9	15.87	0.39	0.39	8.08	9.90
FBgn0001311	FBtr0078798,FBtr0078800,FBtr0301398	5524.0	0.81	0.6	1.3	0.0	0.0	0.0	0.17	0.28
FBgn0001313	FBtr0346722	13386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0001316	FBtr0072565,FBtr0110818,FBtr0112807,FBtr0112808,FBtr0333850,FBtr0333851,FBtr0333852,FBtr0343526,FBtr0343527	8037.06	22.25	5.71	3.97	9.97	3.02	12.82	13.47	12.50
FBgn0001319	FBtr0087465,FBtr0112809,FBtr0112810,FBtr0301400,FBtr0329882	3421.8	0.0	0.0	0.0	0.0	1.21	0.65	5.86	6.18
FBgn0001320	FBtr0078283,FBtr0344836	1911.0	0.78	0.0	0.0	0.0	0.0	0.0	1.02	1.06
FBgn0001321	FBtr0082194	2674.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20	0.04
FBgn0001323	FBtr0078212,FBtr0346815	3417.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10	0.39
FBgn0001324	FBtr0074884,FBtr0304716	7740.0	3.5	9.8	1.13	2.96	1.71	0.89	1.11	1.22
FBgn0001325	FBtr0072449,FBtr0333162	3440.95	5.59	5.61	0.0	0.0	3.2	0.43	4.88	5.05
FBgn0001330	FBtr0070419,FBtr0342769	3834.0	0.0	0.0	0.0	0.1	0.03	0.0	0.37	0.41
FBgn0001341	FBtr0070119	3680.0	0.15	2.15	0.07	0.0	8.94	0.0	1.81	1.70
FBgn0001404	FBtr0070439,FBtr0070440,FBtr0340091	3357.81	67.82	77.53	43.85	77.36	56.24	27.08	160.34	160.45
FBgn0001491	FBtr0073460	934.0	4.39	0.75	11.09	21.08	4.51	0.0	6.55	3.96
FBgn0001565	FBtr0077221,FBtr0343853	1963.0	0.62	0.79	7.53	14.86	0.0	1.64	4.89	5.45
FBgn0001612	FBtr0073841	3571.0	0.0	0.0	0.68	0.64	0.0	0.0	2.86	2.55
FBgn0001624	FBtr0073483,FBtr0073484,FBtr0073485,FBtr0073486,FBtr0073487,FBtr0073488,FBtr0073489,FBtr0073490,FBtr0073491,FBtr0073492,FBtr0112812,FBtr0112813,FBtr0301288,FBtr0301289,FBtr0302114,FBtr0308088,FBtr0308089,FBtr0330390,FBtr0333261,FBtr0333262,FBtr0333263	5854.03	28.7	29.05	30.21	50.95	24.21	41.81	101.46	97.86
FBgn0001941	FBtr0079179,FBtr0332599	1656.0	0.34	2.79	0.64	4.03	2.91	5.96	9.75	8.69
FBgn0001942	FBtr0079175,FBtr0079176,FBtr0079177,FBtr0079178,FBtr0307068,FBtr0331201	1702.14	53.96	41.19	48.48	94.35	34.15	43.6	106.98	120.86
FBgn0001961	FBtr0080569,FBtr0080570	1666.0	21.88	12.73	41.46	7.74	0.12	0.06	12.21	11.81
FBgn0001965	FBtr0080541	5635.0	3.91	3.25	5.26	6.73	0.27	6.58	8.15	8.78
FBgn0001967	FBtr0290243	852.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0001970	FBtr0080629	2160.0	0.0	0.0	0.39	0.37	0.0	0.0	0.08	0.41
FBgn0001974	FBtr0080696	1769.0	0.05	0.0	0.0	0.0	0.0	0.0	2.20	1.24
